Data;Débito;Crédito;Valor;Histórico;Complemento
31/12/2025;171;;130;;95005 - Salário família 12/2025 col.:21 - MONICA SULZBACHER
31/12/2025;456;;101,69;;2005 - Atestado 12/2025 col.:21 - MONICA SULZBACHER
31/12/2025;;33;610,16;;903 - Adiantamento sem ded. IR 12/2025 col.:21 - MONICA SULZBACHER
31/12/2025;;456;91,52;;803 - Vale transporte 12/2025 col.:21 - MONICA SULZBACHER
31/12/2025;456;;1.423,71;;5 - Salário mensalista 12/2025 col.:21 - MONICA SULZBACHER
31/12/2025;;160;839,21;;Líquido Folha normal 12/2025 col.:21 - MONICA SULZBACHER
31/12/2025;468;172;116;;FGTS folha normal 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/12/2025;;171;108,75;;91005 - INSS 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/12/2025;;160;289,99;;7305 - Crédito do trabalhador 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/12/2025;;33;464;;903 - Adiantamento sem ded. IR 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/12/2025;;456;87;;803 - Vale transporte 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/12/2025;456;;1.450,00;;5 - Salário mensalista 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/12/2025;;160;500,26;;Líquido Folha normal 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/12/2025;468;172;122,03;;FGTS folha normal 12/2025 col.:23 - IANA SILVA DE FREITAS
31/12/2025;;171;114,51;;91005 - INSS 12/2025 col.:23 - IANA SILVA DE FREITAS
31/12/2025;;33;610,16;;903 - Adiantamento sem ded. IR 12/2025 col.:23 - IANA SILVA DE FREITAS
31/12/2025;;456;91,52;;803 - Vale transporte 12/2025 col.:23 - IANA SILVA DE FREITAS
31/12/2025;456;;1.525,40;;5 - Salário mensalista 12/2025 col.:23 - IANA SILVA DE FREITAS
31/12/2025;;160;709,21;;Líquido Folha normal 12/2025 col.:23 - IANA SILVA DE FREITAS
31/12/2025;468;172;113,58;;FGTS folha normal 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/12/2025;;171;106,48;;91005 - INSS 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/12/2025;;33;405,65;;903 - Adiantamento sem ded. IR 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/12/2025;;456;60,85;;803 - Vale transporte 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/12/2025;456;;35,49;;763 - Faltas justificadas horas 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/12/2025;456;;405,65;;203 - Adicional insalubridade 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/12/2025;456;;978,64;;5 - Salário mensalista 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/12/2025;;160;846,8;;Líquido Folha normal 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/12/2025;468;172;268,98;;FGTS folha normal 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/12/2025;;184;24,47;;91505 - IR 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/12/2025;;171;296,88;;91005 - INSS 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/12/2025;;33;1.344,92;;903 - Adiantamento sem ded. IR 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/12/2025;;456;201,74;;803 - Vale transporte 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/12/2025;456;;3.362,31;;5 - Salário mensalista 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/12/2025;;160;1.494,30;;Líquido Folha normal 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/12/2025;;171;1.419,78;;89105 - Desconto de situação auxílio doença 12/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
31/12/2025;171;;405,65;;81032 - Sit. aux. doença adic. insalubridade 12/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
31/12/2025;171;;1.014,13;;81005 - Situação auxílio doença 12/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
31/12/2025;468;172;183,04;;FGTS folha normal 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/12/2025;;171;183,15;;91005 - INSS 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/12/2025;;33;915,24;;903 - Adiantamento sem ded. IR 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/12/2025;;456;137,29;;803 - Vale transporte 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/12/2025;456;;2.288,10;;5 - Salário mensalista 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/12/2025;;160;1.052,42;;Líquido Folha normal 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/12/2025;468;172;122,03;;FGTS folha normal 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
31/12/2025;;171;114,51;;91005 - INSS 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
31/12/2025;;33;610,16;;903 - Adiantamento sem ded. IR 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
31/12/2025;456;;1.525,40;;5 - Salário mensalista 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
31/12/2025;;160;800,73;;Líquido Folha normal 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
31/12/2025;468;172;403,47;;FGTS Folha normal 12/2025 col.:1 - DENISE IENCZAK FERRI
31/12/2025;;184;322,67;;91505 - IR 12/2025 col.:1 - DENISE IENCZAK FERRI
31/12/2025;;171;515,66;;91005 - INSS 12/2025 col.:1 - DENISE IENCZAK FERRI
31/12/2025;;33;2.017,38;;903 - Adiantamento sem ded. IR 12/2025 col.:1 - DENISE IENCZAK FERRI
31/12/2025;456;;5.043,46;;5 - Salário mensalista 12/2025 col.:1 - DENISE IENCZAK FERRI
31/12/2025;;160;2.187,75;;Líquido Folha normal 12/2025 col.:1 - DENISE IENCZAK FERRI
20/12/2025;178;172;38,66;;FGTS 13º 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
20/12/2025;;171;72,5;;91035 - INSS 13° salário 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
20/12/2025;;38;483,33;;58005 - Desconto de adto. 13º salário 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
20/12/2025;176;;966,67;;50005 - 13° salário 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
20/12/2025;;163;410,84;;Líquido 13° salário 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
20/12/2025;178;172;45,76;;FGTS 13º 12/2025 col.:23 - IANA SILVA DE FREITAS
20/12/2025;;171;85,8;;91035 - INSS 13° salário 12/2025 col.:23 - IANA SILVA DE FREITAS
20/12/2025;;38;572,03;;58005 - Desconto de adto. 13º salário 12/2025 col.:23 - IANA SILVA DE FREITAS
20/12/2025;176;;1.144,05;;50005 - 13° salário 12/2025 col.:23 - IANA SILVA DE FREITAS
20/12/2025;;163;486,22;;Líquido 13° salário 12/2025 col.:23 - IANA SILVA DE FREITAS
20/12/2025;178;172;56,79;;FGTS 13º 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
20/12/2025;;171;70,98;;91035 - INSS 13° salário 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
20/12/2025;;38;473,26;;58005 - Desconto de adto. 13º salário 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
20/12/2025;176;;270,43;;50152 - 13° salário adic. insalubridade 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
20/12/2025;176;;676,09;;50005 - 13° salário 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
20/12/2025;;163;402,28;;Líquido 13° salário 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
20/12/2025;178;172;61,01;;FGTS 13º 12/2025 col.:21 - MONICA SULZBACHER
20/12/2025;;171;114,51;;91035 - INSS 13° salário 12/2025 col.:21 - MONICA SULZBACHER
20/12/2025;;38;762,7;;58005 - Desconto de adto. 13º salário 12/2025 col.:21 - MONICA SULZBACHER
20/12/2025;176;;1.525,40;;50005 - 13° salário 12/2025 col.:21 - MONICA SULZBACHER
20/12/2025;;163;648,19;;Líquido 13° salário 12/2025 col.:21 - MONICA SULZBACHER
20/12/2025;178;172;134,49;;FGTS 13º 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
20/12/2025;;184;24,47;;91535 - IR 13° salário 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
20/12/2025;;171;296,88;;91035 - INSS 13° salário 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
20/12/2025;;38;1.681,16;;58005 - Desconto de adto. 13º salário 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
20/12/2025;176;;3.362,31;;50005 - 13° salário 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
20/12/2025;;163;1.359,80;;Líquido 13° salário 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
20/12/2025;;38;1.014,13;;59105 - Desc. 13º sal. sit. auxílio doença 12/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
20/12/2025;176;;1.014,13;;53005 - 13º salário situação auxílio doença 12/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
20/12/2025;178;172;91,52;;FGTS 13º 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
20/12/2025;;171;183,15;;91035 - INSS 13° salário 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
20/12/2025;;38;1.144,05;;58005 - Desconto de adto. 13º salário 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
20/12/2025;176;;2.288,10;;50005 - 13° salário 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
20/12/2025;;163;960,9;;Líquido 13° salário 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
20/12/2025;178;172;61,01;;FGTS 13º 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
20/12/2025;;171;114,51;;91035 - INSS 13° salário 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
20/12/2025;;38;762,7;;58005 - Desconto de adto. 13º salário 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
20/12/2025;176;;1.525,40;;50005 - 13° salário 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
20/12/2025;;163;648,19;;Líquido 13° salário 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
20/12/2025;178;172;201,73;;FGTS 13º 12/2025 col.:1 - DENISE IENCZAK FERRI
20/12/2025;;184;322,67;;91535 - IR 13° salário 12/2025 col.:1 - DENISE IENCZAK FERRI
20/12/2025;;171;515,66;;91035 - INSS 13° salário 12/2025 col.:1 - DENISE IENCZAK FERRI
20/12/2025;;38;2.521,73;;58005 - Desconto de adto. 13º salário 12/2025 col.:1 - DENISE IENCZAK FERRI
20/12/2025;176;;5.043,46;;50005 - 13° salário 12/2025 col.:1 - DENISE IENCZAK FERRI
20/12/2025;;163;1.683,40;;Líquido 13° salário 12/2025 col.:1 - DENISE IENCZAK FERRI
15/12/2025;33;160;464;;Líquido Adiantamento salário 12/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
15/12/2025;33;160;610,16;;Líquido Adiantamento salário 12/2025 col.:23 - IANA SILVA DE FREITAS
15/12/2025;33;160;405,65;;Líquido Adiantamento salário 12/2025 col.:22 - IOLANDA AZEVEDO DUARTE
15/12/2025;33;160;610,16;;Líquido Adiantamento salário 12/2025 col.:21 - MONICA SULZBACHER
15/12/2025;33;160;1.344,92;;Líquido Adiantamento salário 12/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
15/12/2025;33;160;915,24;;Líquido Adiantamento salário 12/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
15/12/2025;33;160;610,16;;Líquido Adiantamento salário 12/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
15/12/2025;33;160;2.017,38;;Líquido Adiantamento salário 12/2025 col.:1 - DENISE IENCZAK FERRI
30/11/2025;468;172;116;;FGTS folha normal 11/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/11/2025;;171;108,75;;91005 - INSS 11/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/11/2025;;33;580;;903 - Adiantamento sem ded. IR 11/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/11/2025;;456;87;;803 - Vale transporte 11/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/11/2025;456;;1.450,00;;5 - Salário mensalista 11/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/11/2025;;160;674,25;;Líquido Folha normal 11/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/11/2025;468;172;122,03;;FGTS folha normal 11/2025 col.:23 - IANA SILVA DE FREITAS
30/11/2025;;171;114,51;;91005 - INSS 11/2025 col.:23 - IANA SILVA DE FREITAS
30/11/2025;;33;610,16;;903 - Adiantamento sem ded. IR 11/2025 col.:23 - IANA SILVA DE FREITAS
30/11/2025;;456;91,52;;803 - Vale transporte 11/2025 col.:23 - IANA SILVA DE FREITAS
30/11/2025;456;;1.525,40;;5 - Salário mensalista 11/2025 col.:23 - IANA SILVA DE FREITAS
30/11/2025;;160;709,21;;Líquido Folha normal 11/2025 col.:23 - IANA SILVA DE FREITAS
30/11/2025;468;172;113,58;;FGTS folha normal 11/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/11/2025;;171;106,48;;91005 - INSS 11/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/11/2025;;33;405,65;;903 - Adiantamento sem ded. IR 11/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/11/2025;;456;60,85;;803 - Vale transporte 11/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/11/2025;456;;405,65;;203 - Adicional insalubridade 11/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/11/2025;456;;1.014,13;;5 - Salário mensalista 11/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/11/2025;;160;846,8;;Líquido Folha normal 11/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/11/2025;468;172;122,03;;FGTS folha normal 11/2025 col.:21 - MONICA SULZBACHER
30/11/2025;;171;114,51;;91005 - INSS 11/2025 col.:21 - MONICA SULZBACHER
30/11/2025;171;;130;;95005 - Salário família 11/2025 col.:21 - MONICA SULZBACHER
30/11/2025;;33;610,16;;903 - Adiantamento sem ded. IR 11/2025 col.:21 - MONICA SULZBACHER
30/11/2025;;456;91,52;;803 - Vale transporte 11/2025 col.:21 - MONICA SULZBACHER
30/11/2025;456;;1.525,40;;5 - Salário mensalista 11/2025 col.:21 - MONICA SULZBACHER
30/11/2025;;160;839,21;;Líquido Folha normal 11/2025 col.:21 - MONICA SULZBACHER
30/11/2025;468;172;268,98;;FGTS folha normal 11/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/11/2025;;184;24,47;;91505 - IR 11/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/11/2025;;171;296,88;;91005 - INSS 11/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/11/2025;;33;1.344,92;;903 - Adiantamento sem ded. IR 11/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/11/2025;;456;201,74;;803 - Vale transporte 11/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/11/2025;456;;33,62;;763 - Faltas justificadas horas 11/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/11/2025;456;;3.328,69;;5 - Salário mensalista 11/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/11/2025;;160;1.494,30;;Líquido Folha normal 11/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/11/2025;;171;1.419,78;;89105 - Desconto de situação auxílio doença 11/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
30/11/2025;171;;405,65;;81032 - Sit. aux. doença adic. insalubridade 11/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
30/11/2025;171;;1.014,13;;81005 - Situação auxílio doença 11/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
30/11/2025;468;172;183,04;;FGTS folha normal 11/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/11/2025;;171;183,15;;91005 - INSS 11/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/11/2025;;33;915,24;;903 - Adiantamento sem ded. IR 11/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/11/2025;;456;137,29;;803 - Vale transporte 11/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/11/2025;456;;2.288,10;;5 - Salário mensalista 11/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/11/2025;;160;1.052,42;;Líquido Folha normal 11/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/11/2025;468;172;122,03;;FGTS folha normal 11/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
30/11/2025;;171;114,51;;91005 - INSS 11/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
30/11/2025;;33;610,16;;903 - Adiantamento sem ded. IR 11/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
30/11/2025;456;;1.525,40;;5 - Salário mensalista 11/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
30/11/2025;;160;800,73;;Líquido Folha normal 11/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
30/11/2025;468;172;403,47;;FGTS Folha normal 11/2025 col.:1 - DENISE IENCZAK FERRI
30/11/2025;;184;322,67;;91505 - IR 11/2025 col.:1 - DENISE IENCZAK FERRI
30/11/2025;;171;515,66;;91005 - INSS 11/2025 col.:1 - DENISE IENCZAK FERRI
30/11/2025;;33;2.017,38;;903 - Adiantamento sem ded. IR 11/2025 col.:1 - DENISE IENCZAK FERRI
30/11/2025;456;;5.043,46;;5 - Salário mensalista 11/2025 col.:1 - DENISE IENCZAK FERRI
30/11/2025;;160;2.187,75;;Líquido Folha normal 11/2025 col.:1 - DENISE IENCZAK FERRI
30/11/2025;178;172;38,66;;FGTS adiantamento 13º 11/2025 col.:25 - MARIA LUIZA DUTRA MATTOS col.:000025
30/11/2025;38;163;483,33;;Líquido Adiantamento 13° salário 11/2025 col.:25 - MARIA LUIZA DUTRA MATTOS col.:000025
30/11/2025;178;172;45,76;;FGTS adiantamento 13º 11/2025 col.:23 - IANA SILVA DE FREITAS col.:000023
30/11/2025;38;163;572,03;;Líquido Adiantamento 13° salário 11/2025 col.:23 - IANA SILVA DE FREITAS col.:000023
30/11/2025;178;172;56,79;;FGTS adiantamento 13º 11/2025 col.:22 - IOLANDA AZEVEDO DUARTE col.:000022
30/11/2025;38;163;473,26;;Líquido Adiantamento 13° salário 11/2025 col.:22 - IOLANDA AZEVEDO DUARTE col.:000022
30/11/2025;178;172;61,01;;FGTS adiantamento 13º 11/2025 col.:21 - MONICA SULZBACHER col.:000021
30/11/2025;38;163;762,7;;Líquido Adiantamento 13° salário 11/2025 col.:21 - MONICA SULZBACHER col.:000021
15/11/2025;33;160;580;;Líquido Adiantamento salário 11/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
15/11/2025;33;160;610,16;;Líquido Adiantamento salário 11/2025 col.:23 - IANA SILVA DE FREITAS
15/11/2025;33;160;405,65;;Líquido Adiantamento salário 11/2025 col.:22 - IOLANDA AZEVEDO DUARTE
15/11/2025;33;160;610,16;;Líquido Adiantamento salário 11/2025 col.:21 - MONICA SULZBACHER
15/11/2025;33;160;1.344,92;;Líquido Adiantamento salário 11/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
15/11/2025;33;160;915,24;;Líquido Adiantamento salário 11/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
15/11/2025;33;160;610,16;;Líquido Adiantamento salário 11/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
15/11/2025;33;160;2.017,38;;Líquido Adiantamento salário 11/2025 col.:1 - DENISE IENCZAK FERRI
31/10/2025;468;172;116;;FGTS folha normal 10/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/10/2025;;171;108,75;;91005 - INSS 10/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/10/2025;456;;48,33;;2005 - Atestado 10/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/10/2025;;33;580;;903 - Adiantamento sem ded. IR 10/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/10/2025;;456;87;;803 - Vale transporte 10/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/10/2025;456;;1.401,67;;5 - Salário mensalista 10/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/10/2025;;160;674,25;;Líquido Folha normal 10/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
31/10/2025;468;172;122,03;;FGTS folha normal 10/2025 col.:23 - IANA SILVA DE FREITAS
31/10/2025;;171;114,51;;91005 - INSS 10/2025 col.:23 - IANA SILVA DE FREITAS
31/10/2025;;33;610,16;;903 - Adiantamento sem ded. IR 10/2025 col.:23 - IANA SILVA DE FREITAS
31/10/2025;;456;91,52;;803 - Vale transporte 10/2025 col.:23 - IANA SILVA DE FREITAS
31/10/2025;456;;1.525,40;;5 - Salário mensalista 10/2025 col.:23 - IANA SILVA DE FREITAS
31/10/2025;;160;709,21;;Líquido Folha normal 10/2025 col.:23 - IANA SILVA DE FREITAS
31/10/2025;468;172;113,58;;FGTS folha normal 10/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/10/2025;;171;106,48;;91005 - INSS 10/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/10/2025;;33;405,65;;903 - Adiantamento sem ded. IR 10/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/10/2025;;456;60,85;;803 - Vale transporte 10/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/10/2025;456;;405,65;;203 - Adicional insalubridade 10/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/10/2025;456;;1.014,13;;5 - Salário mensalista 10/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/10/2025;;160;846,8;;Líquido Folha normal 10/2025 col.:22 - IOLANDA AZEVEDO DUARTE
31/10/2025;468;172;122,03;;FGTS folha normal 10/2025 col.:21 - MONICA SULZBACHER
31/10/2025;;171;114,51;;91005 - INSS 10/2025 col.:21 - MONICA SULZBACHER
31/10/2025;171;;130;;95005 - Salário família 10/2025 col.:21 - MONICA SULZBACHER
31/10/2025;;33;610,16;;903 - Adiantamento sem ded. IR 10/2025 col.:21 - MONICA SULZBACHER
31/10/2025;;456;91,52;;803 - Vale transporte 10/2025 col.:21 - MONICA SULZBACHER
31/10/2025;456;;1.525,40;;5 - Salário mensalista 10/2025 col.:21 - MONICA SULZBACHER
31/10/2025;;160;839,21;;Líquido Folha normal 10/2025 col.:21 - MONICA SULZBACHER
31/10/2025;;171;1.419,78;;89105 - Desconto de situação auxílio doença 10/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
31/10/2025;171;;405,65;;81032 - Sit. aux. doença adic. insalubridade 10/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
31/10/2025;171;;1.014,13;;81005 - Situação auxílio doença 10/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
31/10/2025;468;172;183,04;;FGTS folha normal 10/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/10/2025;;171;183,15;;91005 - INSS 10/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/10/2025;456;;76,27;;2005 - Atestado 10/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/10/2025;;33;915,24;;903 - Adiantamento sem ded. IR 10/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/10/2025;;456;137,29;;803 - Vale transporte 10/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/10/2025;456;;2.211,83;;5 - Salário mensalista 10/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/10/2025;;160;1.052,42;;Líquido Folha normal 10/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
31/10/2025;468;172;122,03;;FGTS folha normal 10/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
31/10/2025;;171;114,51;;91005 - INSS 10/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
31/10/2025;;33;610,16;;903 - Adiantamento sem ded. IR 10/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
31/10/2025;456;;1.525,40;;5 - Salário mensalista 10/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
31/10/2025;;160;800,73;;Líquido Folha normal 10/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
31/10/2025;468;172;403,47;;FGTS Folha normal 10/2025 col.:1 - DENISE IENCZAK FERRI
31/10/2025;;184;322,67;;91505 - IR 10/2025 col.:1 - DENISE IENCZAK FERRI
31/10/2025;;171;515,66;;91005 - INSS 10/2025 col.:1 - DENISE IENCZAK FERRI
31/10/2025;;33;2.017,38;;903 - Adiantamento sem ded. IR 10/2025 col.:1 - DENISE IENCZAK FERRI
31/10/2025;456;;5.043,46;;5 - Salário mensalista 10/2025 col.:1 - DENISE IENCZAK FERRI
31/10/2025;;160;2.187,75;;Líquido Folha normal 10/2025 col.:1 - DENISE IENCZAK FERRI
31/10/2025;468;172;268,98;;FGTS folha normal 10/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/10/2025;;184;24,47;;91505 - IR 10/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/10/2025;;171;296,88;;91005 - INSS 10/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/10/2025;456;;112,08;;2005 - Atestado 10/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/10/2025;;33;1.344,92;;903 - Adiantamento sem ded. IR 10/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/10/2025;;456;201,74;;803 - Vale transporte 10/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/10/2025;456;;3.250,23;;5 - Salário mensalista 10/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
31/10/2025;;160;1.494,30;;Líquido Folha normal 10/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
15/10/2025;33;160;580;;Líquido Adiantamento salário 10/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
15/10/2025;33;160;610,16;;Líquido Adiantamento salário 10/2025 col.:23 - IANA SILVA DE FREITAS
15/10/2025;33;160;405,65;;Líquido Adiantamento salário 10/2025 col.:22 - IOLANDA AZEVEDO DUARTE
15/10/2025;33;160;610,16;;Líquido Adiantamento salário 10/2025 col.:21 - MONICA SULZBACHER
15/10/2025;33;160;1.344,92;;Líquido Adiantamento salário 10/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
15/10/2025;33;160;915,24;;Líquido Adiantamento salário 10/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
15/10/2025;33;160;610,16;;Líquido Adiantamento salário 10/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
15/10/2025;33;160;2.017,38;;Líquido Adiantamento salário 10/2025 col.:1 - DENISE IENCZAK FERRI
30/09/2025;468;172;113,58;;FGTS folha normal 09/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/09/2025;;171;106,48;;91005 - INSS 09/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/09/2025;;33;405,65;;903 - Adiantamento sem ded. IR 09/2025 col.:22 - IOLANDA AZEVEDO DUARTE
